"","id","use","flag","text"
"8430","C1597","Private Recreation Camp, New","No","
							 
						"
"8431","C1597","Road Development and Maintenance, Existing","Yes","Existing roads can continue to be used.  Continued use will include maintenance and may include future upgrading."
"8432","C1597","Road Development and Maintenance, New","Maybe","New roads for resource extraction will not be permitted, with the exception of necessary access to existing forest reserves for mineral exploration and development."
"8433","C1597","Vegetation Management","Maybe","Conservation Reserves policy indicates that Featured Species Management and Natural Systems Management may be permitted.  Vegetation management can be considered in a planning process."
"8434","C1597","Wildlife Population Management","Maybe","
							 
						"
"8435","C1597","All Terrain Vehicle Use, Off Trails","No","ATV off trails is not permitted except for direct retrieval of game."
"8436","C1597","All Terrain Vehicle Use, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected.  ATV use off trails is not permitted except for direct retrieval of game."
"8437","C1597","Campgrounds","Maybe","
							 
						"
"8438","C1597","Food Gathering","Yes","
							 
						"
"8439","C1597","Horseback Riding (trail)","Yes","Existing use on trails permitted."
"8440","C1597","Hunting","Yes","Hunting is permitted in accordance with the Fish and Wildlife Conservation Act and regulations.  For more information, visit https://www.ontario.ca/hunting.  Some municipalities have by-laws that apply to hunting including restricting the discharge of firearms. Check with the local municipal office for details."
"8441","C1597","Motor Boat Use, Commercial","Yes","
							 
						"
"8442","C1597","Motor Boat Use, Private","Yes","
							 
						"
"8443","C1597","Mountain Bike Use","Yes","Existing use on trails permitted."
"8444","C1597","Non-motorized Recreation Travel","Yes","
							 
						"
"8445","C1597","Rock Climbing","Maybe","
							 
						"
"8446","C1597","Snowmobiling, Off Trails","No","Except for the direct retrieval of game."
"8447","C1597","Snowmobiling, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected."
"8448","C1597","Sport Fishing","Yes","Recreational fishing is permitted in accordance with the Ontario Fishery Regulations. For more information, visit https://www.ontario.ca/fishing and review the Ontario Recreational Fishing Regulations Summary or Fish ON-Line to determine the seasons, catch limits and other restrictions that apply in this area including the location of fish sanctuaries."
"8449","C1597","Trail Development, Existing","Yes","Existing authorized trails (e.g. hiking, skiing, snowmobiling) can continue unless there are significant demonstrated conflicts."
"8450","C1597","Trail Development, New","Maybe","Development of trails for a variety of activities (e.g., hiking, cross-country skiing, cycling, horseback riding, snowmobiling) can be considered as part of planning for an individual reserve."
"8451","C80","Aggregate Extraction","No","
							 
						"
"8452","C80","Bait Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"8453","C80","Bait Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"8454","C80","Bear Hunting by Non-residents (guided), Existing","Yes","Existing authorized operations permitted to continue."
"8455","C80","Bear Hunting by Non-residents (guided), New","No","New Bear Management Areas cannot be created."
"8456","C80","Commercial Fishing, Existing","No","
							 
						"
"8457","C80","Commercial Fishing, New","No","New operations can be considered, subject to the 'test of compatibility'."
"8458","C80","Commercial Fur Harvesting, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts.  Existing trap cabins can continue; new cabins are not permitted.  No new traplines permitted since the entire CR already within existing traplines."
"8459","C80","Commercial Fur Harvesting, New","No","Existing use permitted to continue, unless there are significant demonstrated conflicts.  Existing trap cabins can continue; new cabins are not permitted.  No new traplines permitted since the entire CR already within existing traplines."
"8460","C80","Commercial Hydro Development","No","
							 
						"
"8461","C80","Commercial Power Generation Development","No","
							 
						"
"8462","C80","Commercial Timber Harvest","No","
							 
						"
"8463","C80","Commercial Tourism (Services and/or Facilities), Existing","Yes","Existing authorized facilities can continue, unless there are significant demonstrated conflicts."
"8464","C80","Commercial Tourism (Services and/or Facilities), New","Maybe","New tourism facilities can be considered during the planning for an individual reserve."
"8465","C80","Energy Transmission and Communications Corridors, Existing","Yes","These facilities should avoid conservation reserve lands wherever possible."
"8466","C80","Energy Transmission and Communications Corridors, New","No","These facilities should avoid conservation reserve lands wherever possible."
"8467","C80","Food Harvest (Commercial), Existing","Maybe","
							 
						"
"8468","C80","Food Harvest (Commercial), New","No","
							 
						"
"8469","C80","Mineral Exploration and Development","No","
							 
						"
"8470","C80","Peat Extraction","No","
							 
						"
"8471","C80","Wild Rice Harvesting, Existing","Yes","
							 
						"
"8472","C80","Wild Rice Harvesting, New","Maybe","
							 
						"
"8473","C80","Crown Land Disposition, Commercial or Public Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g., reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in the context of the Statement of Conservation Interest or Resource Management Plan.  New leases or land use permits permitted for approved activities.  Tourism facilities can apply to upgrade tenure from LUP to lease."
"8474","C80","Crown Land Disposition, Private Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g., reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in the context of the Statement of Conservation Interest or Resource Management Plan.  New leases or land use permits permitted for approved activities.  Tourism facilities can apply to upgrade tenure from LUP to lease."
"8475","C80","Fire Suppression","Yes","Fire suppression policies are similar to adjacent Crown lands, unless alternative fire policies have been developed through a planning process."
"8476","C80","Fish Habitat Management","Maybe","
							 
						"
"8477","C80","Fish Stocking, Native Species","Maybe","Conservation Reserves policy indicates that 'featured species management' may be permitted."
"8478","C80","Insect/disease Suppression","Maybe","
							 
						"
"8479","C80","Inventory/Monitoring","Yes","
							 
						"
"8480","C80","Prescribed Burning","Maybe","
							 
						"
"8481","C80","Private Recreation Camp, Existing","No","There are no existing recreation camps."
"8482","C80","Private Recreation Camp, New","No","
							 
						"
"8483","C80","Road Development and Maintenance, Existing","No","There are no existing roads in the CR."
"8484","C80","Road Development and Maintenance, New","No","There are no existing roads in the CR."
"8485","C80","Vegetation Management","Maybe","Conservation Reserves policy indicates that Featured Species Management and Natural Systems Management may be permitted.  Vegetation management can be considered in a planning process."
"8486","C80","Wildlife Population Management","Maybe","
							 
						"
"8487","C80","All Terrain Vehicle Use, Off Trails","No","ATV off trails is not permitted except for direct retrieval of game."
"8488","C80","All Terrain Vehicle Use, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected.  ATV use off trails is not permitted, except for direct retrieval of game."
"8489","C80","Campgrounds","Maybe","
							 
						"
"8490","C80","Food Gathering","Yes","Food gathering is permitted for personal consumption only and must be conducted in a sustainable manner, and such that it does not harm the values of the conservation reserve."
"8491","C80","Horseback Riding (trail)","Yes","Existing use on trails permitted."
"8492","C80","Hunting","Yes","Hunting is permitted in accordance with the Fish and Wildlife Conservation Act and regulations.  For more information, visit https://www.ontario.ca/hunting.  Some municipalities have by-laws that apply to hunting including restricting the discharge of firearms. Check with the local municipal office for details."
"8493","C80","Motor Boat Use, Commercial","No","There are no existing waterbodies in the CR on which motorboats could be used."
"8494","C80","Motor Boat Use, Private","No","There are no existing waterbodies in the CR on which motorboats could be used."
"8495","C80","Mountain Bike Use","Yes","Existing use on trails permitted."
"8496","C80","Non-motorized Recreation Travel","Yes","
							 
						"
"8497","C80","Rock Climbing","Maybe","
							 
						"
"8498","C80","Snowmobiling, Off Trails","No","Except for the direct retrieval of game."
"8499","C80","Snowmobiling, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected."
"8500","C80","Sport Fishing","Yes","Recreational fishing is permitted in accordance with the Ontario Fishery Regulations. For more information, visit https://www.ontario.ca/fishing and review the Ontario Recreational Fishing Regulations Summary or Fish ON-Line to determine the seasons, catch limits and other restrictions that apply in this area including the location of fish sanctuaries."
"8501","C80","Trail Development, Existing","Yes","Existing authorized trails (e.g. hiking, skiing, snowmobiling) can continue unless there are significant demonstrated conflicts."
"8502","C80","Trail Development, New","Maybe","Development of trails for a variety of activities (e.g. hiking, cross-country skiing, cycling, horseback riding, snowmobiling) can be considered as part of planning for an individual reserve."
"8503","C1703","Aggregate Extraction","No","
							 
						"
"8504","C1703","Bait Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"8505","C1703","Bait Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"8506","C1703","Bear Hunting by Non-residents (guided), Existing","Yes","Existing authorized operations permitted to continue."
"8507","C1703","Bear Hunting by Non-residents (guided), New","No","New operations are not permitted."
"8508","C1703","Commercial Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"8509","C1703","Commercial Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"8510","C1703","Commercial Fur Harvesting, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts.  Existing trap cabins can continue."
"8511","C1703","Commercial Fur Harvesting, New","Maybe","New cabins are not permitted.  New operations can be considered, subject to the 'test of compatibility'."
"8512","C1703","Commercial Hydro Development","No","
							 
						"
"8513","C1703","Commercial Power Generation Development","No","
							 
						"
"8514","C1703","Commercial Timber Harvest","No","
							 
						"
"8515","C1703","Commercial Tourism (Services and/or Facilities), Existing","Yes","Existing authorized facilities can continue, unless there are significant demonstrated conflicts."
"8516","C1703","Commercial Tourism (Services and/or Facilities), New","Maybe","New tourism facilities can be considered during the planning for an individual reserve."
"8517","C1703","Energy Transmission and Communications Corridors, Existing","Yes","These facilities should avoid conservation reserve lands wherever possible."
"8518","C1703","Energy Transmission and Communications Corridors, New","No","These facilities should avoid conservation reserve lands wherever possible."
"8519","C1703","Food Harvest (Commercial), Existing","Maybe","
							 
						"
"8520","C1703","Food Harvest (Commercial), New","Maybe","
							 
						"
"8521","C1703","Mineral Exploration and Development","No","
							 
						"
"8522","C1703","Peat Extraction","No","
							 
						"
"8523","C1703","Wild Rice Harvesting, Existing","Yes","
							 
						"
"8524","C1703","Wild Rice Harvesting, New","Maybe","
							 
						"
"8525","C1703","Crown Land Disposition, Commercial or Public Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g. reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in the context of the Statement of Conservation Interest or Resource Management Plan.  New leases or land use permits permitted for approved activities.  Tourism facilities can apply to upgrade tenure from LUP to lease."
"8526","C1703","Crown Land Disposition, Private Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g. reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in the context of the Statement of Conservation Interest or Resource Management Plan.  New leases or land use permits permitted for approved activities.  Tourism facilities can apply to upgrade tenure from LUP to lease."
"8527","C1703","Fire Suppression","Yes","Fire suppression policies are similar to adjacent Crown lands, unless alternative fire policies have been developed through a planning process."
"8528","C1703","Fish Habitat Management","Maybe","
							 
						"
"8529","C1703","Fish Stocking, Native Species","Maybe","Conservation Reserves policy indicates that 'featured species management' may be permitted."
"8530","C1703","Insect/disease Suppression","Maybe","
							 
						"
"8531","C1703","Inventory/Monitoring","Yes","
							 
						"
"8532","C1703","Prescribed Burning","Maybe","
							 
						"
"8533","C1703","Private Recreation Camp, Existing","Yes","Existing camps permitted to continue, and may be eligible for enhanced tenure, but not purchase of land."
"8534","C1703","Private Recreation Camp, New","No","
							 
						"
"8535","C1703","Road Development and Maintenance, Existing","Yes","Existing roads can continue to be used.  Continued use will include maintenance and may include future upgrading."
"8536","C1703","Road Development and Maintenance, New","Maybe","New roads for resource extraction will not be permitted, with the exception of necessary access to existing forest reserves for mineral exploration and development."
"8537","C1703","Vegetation Management","Maybe","Conservation Reserves policy indicates that Featured Species Management and Natural Systems Management may be permitted.  Vegetation management can be considered in a planning process."
"8538","C1703","Wildlife Population Management","Maybe","
							 
						"
"8539","C1703","All Terrain Vehicle Use, Off Trails","No","ATV off trails is not permitted except for direct retrieval of game."
"8540","C1703","All Terrain Vehicle Use, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected.  ATV use off trails is not permitted except for direct retrieval of game."
"8541","C1703","Campgrounds","Maybe","
							 
						"
"8542","C1703","Food Gathering","Yes","
							 
						"
"8543","C1703","Horseback Riding (trail)","Yes","Existing use on trails permitted."
"8544","C1703","Hunting","Yes","Hunting is permitted in accordance with the Fish and Wildlife Conservation Act and regulations.  For more information, visit https://www.ontario.ca/hunting.  Some municipalities have by-laws that apply to hunting including restricting the discharge of firearms. Check with the local municipal office for details."
"8545","C1703","Motor Boat Use, Commercial","Yes","
							 
						"
"8546","C1703","Motor Boat Use, Private","Yes","
							 
						"
"8547","C1703","Mountain Bike Use","Yes","Existing use on trails permitted."
"8548","C1703","Non-motorized Recreation Travel","Yes","
							 
						"
"8549","C1703","Rock Climbing","Maybe","
							 
						"
"8550","C1703","Snowmobiling, Off Trails","No","Except for the direct retrieval of game."
"8551","C1703","Snowmobiling, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected."
"8552","C1703","Sport Fishing","Yes","Recreational fishing is permitted in accordance with the Ontario Fishery Regulations. For more information, visit https://www.ontario.ca/fishing and review the Ontario Recreational Fishing Regulations Summary or Fish ON-Line to determine the seasons, catch limits and other restrictions that apply in this area including the location of fish sanctuaries."
"8553","C1703","Trail Development, Existing","Yes","Existing authorized trails (e.g. hiking, skiing, snowmobiling) can continue unless there are significant demonstrated conflicts."
"8554","C1703","Trail Development, New","Maybe","Development of trails for a variety of activities (e.g. hiking, cross-country skiing, cycling, horseback riding, snowmobiling) can be considered as part of planning for an individual reserve."
"8555","C1714","Aggregate Extraction","No","
							 
						"
"8556","C1714","Bait Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"8557","C1714","Bait Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"8558","C1714","Bear Hunting by Non-residents (guided), Existing","Yes","Existing authorized operations permitted to continue."
"8559","C1714","Bear Hunting by Non-residents (guided), New","No","New operations are not permitted."
"8560","C1714","Commercial Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"8561","C1714","Commercial Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"8562","C1714","Commercial Fur Harvesting, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts.  Existing trap cabins can continue."
"8563","C1714","Commercial Fur Harvesting, New","Maybe","New cabins are not permitted.  New operations can be considered, subject to the 'test of compatibility'."
"8564","C1714","Commercial Hydro Development","No","
							 
						"
"8565","C1714","Commercial Power Generation Development","No","
							 
						"
"8566","C1714","Commercial Timber Harvest","No","
							 
						"
"8567","C1714","Commercial Tourism (Services and/or Facilities), Existing","Yes","Existing authorized facilities can continue, unless there are significant demonstrated conflicts."
"8568","C1714","Commercial Tourism (Services and/or Facilities), New","Maybe","New tourism facilities can be considered during the planning for an individual reserve."
"8569","C1714","Energy Transmission and Communications Corridors, Existing","Yes","These facilities should avoid conservation reserve lands wherever possible."
"8570","C1714","Energy Transmission and Communications Corridors, New","No","These facilities should avoid conservation reserve lands wherever possible."
"8571","C1714","Food Harvest (Commercial), Existing","Maybe","
							 
						"
"8572","C1714","Food Harvest (Commercial), New","Maybe","
							 
						"
"8573","C1714","Mineral Exploration and Development","No","
							 
						"
"8574","C1714","Peat Extraction","No","
							 
						"
"8575","C1714","Wild Rice Harvesting, Existing","Yes","
							 
						"
"8576","C1714","Wild Rice Harvesting, New","Maybe","
							 
						"
"8577","C1714","Crown Land Disposition, Commercial or Public Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g. reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in the context of the Statement of Conservation Interest or Resource Management Plan.  New leases or land use permits permitted for approved activities.  Tourism facilities can apply to upgrade tenure from LUP to lease."
"8578","C1714","Crown Land Disposition, Private Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g. reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in the context of the Statement of Conservation Interest or Resource Management Plan.  New leases or land use permits permitted for approved activities.  Tourism facilities can apply to upgrade tenure from LUP to lease."
"8579","C1714","Fire Suppression","Yes","Fire suppression policies are similar to adjacent Crown lands, unless alternative fire policies have been developed through a planning process."
"8580","C1714","Fish Habitat Management","Maybe","
							 
						"
"8581","C1714","Fish Stocking, Native Species","Maybe","Conservation Reserves policy indicates that 'featured species management' may be permitted."
"8582","C1714","Insect/disease Suppression","Maybe","
							 
						"
"8583","C1714","Inventory/Monitoring","Yes","
							 
						"
"8584","C1714","Prescribed Burning","Maybe","
							 
						"
"8585","C1714","Private Recreation Camp, Existing","Yes","Existing camps permitted to continue, and may be eligible for enhanced tenure, but not purchase of land."
"8586","C1714","Private Recreation Camp, New","No","
							 
						"
"8587","C1714","Road Development and Maintenance, Existing","Yes","Existing roads can continue to be used.  Continued use will include maintenance and may include future upgrading."
"8588","C1714","Road Development and Maintenance, New","Maybe","New roads for resource extraction will not be permitted, with the exception of necessary access to existing forest reserves for mineral exploration and development."
"8589","C1714","Vegetation Management","Maybe","Conservation Reserves policy indicates that Featured Species Management and Natural Systems Management may be permitted.  Vegetation management can be considered in a planning process."
"8590","C1714","Wildlife Population Management","Maybe","
							 
						"
"8591","C1714","All Terrain Vehicle Use, Off Trails","No","ATV off trails is not permitted except for direct retrieval of game."
"8592","C1714","All Terrain Vehicle Use, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected.  ATV use off trails is not permitted except for direct retrieval of game."
"8593","C1714","Campgrounds","Maybe","
							 
						"
"8594","C1714","Food Gathering","Yes","
							 
						"
"8595","C1714","Horseback Riding (trail)","Yes","Existing use on trails permitted."
"8596","C1714","Hunting","Yes","Hunting is permitted in accordance with the Fish and Wildlife Conservation Act and regulations.  For more information, visit https://www.ontario.ca/hunting.  Some municipalities have by-laws that apply to hunting including restricting the discharge of firearms. Check with the local municipal office for details."
"8597","C1714","Motor Boat Use, Commercial","Yes","
							 
						"
"8598","C1714","Motor Boat Use, Private","Yes","
							 
						"
"8599","C1714","Mountain Bike Use","Yes","Existing use on trails permitted."
"8600","C1714","Non-motorized Recreation Travel","Yes","
							 
						"
"8601","C1714","Rock Climbing","Maybe","
							 
						"
"8602","C1714","Snowmobiling, Off Trails","No","Except for the direct retrieval of game."
"8603","C1714","Snowmobiling, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected."
"8604","C1714","Sport Fishing","Yes","Recreational fishing is permitted in accordance with the Ontario Fishery Regulations. For more information, visit https://www.ontario.ca/fishing and review the Ontario Recreational Fishing Regulations Summary or Fish ON-Line to determine the seasons, catch limits and other restrictions that apply in this area including the location of fish sanctuaries."
"8605","C1714","Trail Development, Existing","Yes","Existing authorized trails (e.g. hiking, skiing, snowmobiling) can continue unless there are significant demonstrated conflicts."
"8606","C1714","Trail Development, New","Maybe","Development of trails for a variety of activities (e.g. hiking, cross-country skiing, cycling, horseback riding, snowmobiling) can be considered as part of planning for an individual reserve."
"8607","C2208","Aggregate Extraction","No","
							 
						"
"8608","C2208","Bait Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"8609","C2208","Bait Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"8610","C2208","Bear Hunting by Non-residents (guided), Existing","Yes","Existing authorized operations permitted to continue."
"8611","C2208","Bear Hunting by Non-residents (guided), New","No","New operations are not permitted."
"8612","C2208","Commercial Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"8613","C2208","Commercial Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"8614","C2208","Commercial Fur Harvesting, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts.  Existing trap cabins can continue."
"8615","C2208","Commercial Fur Harvesting, New","Maybe","New cabins are not permitted.  New operations can be considered, subject to the 'test of compatibility'."
"8616","C2208","Commercial Hydro Development","No","
							 
						"
"8617","C2208","Commercial Power Generation Development","No","
							 
						"
"8618","C2208","Commercial Timber Harvest","No","
							 
						"
"8619","C2208","Commercial Tourism (Services and/or Facilities), Existing","Yes","Existing authorized facilities can continue, unless there are significant demonstrated conflicts."
"8620","C2208","Commercial Tourism (Services and/or Facilities), New","Maybe","New tourism facilities can be considered during the planning for an individual reserve."
"8621","C2208","Energy Transmission and Communications Corridors, Existing","Yes","These facilities should avoid conservation reserve lands wherever possible."
"8622","C2208","Energy Transmission and Communications Corridors, New","No","These facilities should avoid conservation reserve lands wherever possible."
"8623","C2208","Food Harvest (Commercial), Existing","Maybe","
							 
						"
"8624","C2208","Food Harvest (Commercial), New","Maybe","
							 
						"
"8625","C2208","Mineral Exploration and Development","No","
							 
						"
"8626","C2208","Peat Extraction","No","
							 
						"
"8627","C2208","Wild Rice Harvesting, Existing","Yes","
							 
						"
"8628","C2208","Wild Rice Harvesting, New","Maybe","
							 
						"
"8629","C2208","Crown Land Disposition, Commercial or Public Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g., reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in the context of the Statement of Conservation Interest or Resource Management Plan.  New leases or land use permits permitted for approved activities.  Tourism facilities can apply to upgrade tenure from LUP to lease."
"8630","C2208","Crown Land Disposition, Private Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g., reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in the context of the Statement of Conservation Interest or Resource Management Plan.  New leases or land use permits permitted for approved activities.  Tourism facilities can apply to upgrade tenure from LUP to lease."
"8631","C2208","Fire Suppression","Yes","Fire suppression policies are similar to adjacent Crown lands, unless alternative fire policies have been developed through a planning process."
"8632","C2208","Fish Habitat Management","Maybe","
							 
						"
"8633","C2208","Fish Stocking, Native Species","Maybe","Conservation Reserves policy indicates that 'featured species management' may be permitted."
"8634","C2208","Insect/disease Suppression","Maybe","
							 
						"
"8635","C2208","Inventory/Monitoring","Yes","
							 
						"
"8636","C2208","Prescribed Burning","Maybe","
							 
						"
"8637","C2208","Private Recreation Camp, Existing","Yes","Existing camps permitted to continue, and may be eligible for enhanced tenure, but not purchase of land."
"8638","C2208","Private Recreation Camp, New","No","
							 
						"
"8639","C2208","Road Development and Maintenance, Existing","Yes","Existing roads can continue to be used.  Continued use will include maintenance and may include future upgrading."
"8640","C2208","Road Development and Maintenance, New","Maybe","New roads for resource extraction will not be permitted, with the exception of necessary access to existing forest reserves for mineral exploration and development."
"8641","C2208","Vegetation Management","Maybe","Conservation Reserves policy indicates that Featured Species Management and Natural Systems Management may be permitted.  Vegetation management can be considered in a planning process."
"8642","C2208","Wildlife Population Management","Maybe","
							 
						"
"8643","C2208","All Terrain Vehicle Use, Off Trails","No","ATV off trails is not permitted except for direct retrieval of game."
"8644","C2208","All Terrain Vehicle Use, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected.  ATV use off trails is not permitted, except for direct retrieval of game."
"8645","C2208","Campgrounds","Maybe","
							 
						"
"8646","C2208","Food Gathering","Yes","
							 
						"
"8647","C2208","Horseback Riding (trail)","Yes","Existing use on trails permitted."
"8648","C2208","Hunting","Yes","Hunting is permitted in accordance with the Fish and Wildlife Conservation Act and regulations.  For more information, visit https://www.ontario.ca/hunting.  Some municipalities have by-laws that apply to hunting including restricting the discharge of firearms. Check with the local municipal office for details."
"8649","C2208","Motor Boat Use, Commercial","Yes","
							 
						"
"8650","C2208","Motor Boat Use, Private","Yes","
							 
						"
"8651","C2208","Mountain Bike Use","Yes","Existing use on trails permitted."
"8652","C2208","Non-motorized Recreation Travel","Yes","
							 
						"
"8653","C2208","Rock Climbing","Maybe","
							 
						"
"8654","C2208","Snowmobiling, Off Trails","No","Except for the direct retrieval of game."
"8655","C2208","Snowmobiling, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected."
"8656","C2208","Sport Fishing","Yes","Recreational fishing is permitted in accordance with the Ontario Fishery Regulations. For more information, visit https://www.ontario.ca/fishing and review the Ontario Recreational Fishing Regulations Summary or Fish ON-Line to determine the seasons, catch limits and other restrictions that apply in this area including the location of fish sanctuaries."
"8657","C2208","Trail Development, Existing","Yes","Existing authorized trails (e.g. hiking, skiing, snowmobiling) can continue unless there are significant demonstrated conflicts."
"8658","C2208","Trail Development, New","Maybe","Development of trails for a variety of activities (e.g., hiking, cross-country skiing, cycling, horseback riding, snowmobiling) can be considered as part of planning for an individual reserve."
"8659","C29","Aggregate Extraction","No","
							 
						"
"8660","C29","Bait Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"8661","C29","Bait Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"8662","C29","Bear Hunting by Non-residents (guided), Existing","Yes","Existing authorized operations permitted to continue."
"8663","C29","Bear Hunting by Non-residents (guided), New","No","New operations are not permitted."
"8664","C29","Commercial Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"8665","C29","Commercial Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"8666","C29","Commercial Fur Harvesting, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts.  Existing trap cabins can continue."
"8667","C29","Commercial Fur Harvesting, New","Maybe","New cabins are not permitted.  New operations can be considered, subject to the 'test of compatibility'."
"8668","C29","Commercial Hydro Development","No","
							 
						"
"8669","C29","Commercial Power Generation Development","No","
							 
						"
"8670","C29","Commercial Timber Harvest","No","
							 
						"
"8671","C29","Commercial Tourism (Services and/or Facilities), Existing","Yes","Existing authorized facilities can continue, unless there are significant demonstrated conflicts."
"8672","C29","Commercial Tourism (Services and/or Facilities), New","Maybe","New tourism facilities can be considered during the planning for an individual reserve."
"8673","C29","Energy Transmission and Communications Corridors, Existing","Yes","These facilities should avoid conservation reserve lands wherever possible."
"8674","C29","Energy Transmission and Communications Corridors, New","No","These facilities should avoid conservation reserve lands wherever possible."
"8675","C29","Food Harvest (Commercial), Existing","Maybe","
							 
						"
"8676","C29","Food Harvest (Commercial), New","Maybe","
							 
						"
"8677","C29","Mineral Exploration and Development","No","
							 
						"
"8678","C29","Peat Extraction","No","
							 
						"
"8679","C29","Wild Rice Harvesting, Existing","Yes","
							 
						"
"8680","C29","Wild Rice Harvesting, New","Maybe","
							 
						"
"8681","C29","Crown Land Disposition, Commercial or Public Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g., reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in the context of the Statement of Conservation Interest or Resource Management Plan.  New leases or land use permits permitted for approved activities.  Tourism facilities can apply to upgrade tenure from LUP to lease."
"8682","C29","Crown Land Disposition, Private Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g., reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in the context of the Statement of Conservation Interest or Resource Management Plan.  New leases or land use permits permitted for approved activities.  Tourism facilities can apply to upgrade tenure from LUP to lease."
"8683","C29","Fire Suppression","Yes","Fire suppression policies are similar to adjacent Crown lands, unless alternative fire policies have been developed through a planning process."
"8684","C29","Fish Habitat Management","Maybe","
							 
						"
"8685","C29","Fish Stocking, Native Species","Maybe","Conservation Reserves policy indicates that 'featured species management' may be permitted."
"8686","C29","Insect/disease Suppression","Maybe","
							 
						"
"8687","C29","Inventory/Monitoring","Yes","
							 
						"
"8688","C29","Prescribed Burning","Maybe","
							 
						"
"8689","C29","Private Recreation Camp, Existing","Yes","Existing camps permitted to continue, and may be eligible for enhanced tenure, but not purchase of land."
"8690","C29","Private Recreation Camp, New","No","
							 
						"
"8691","C29","Road Development and Maintenance, Existing","Yes","Existing roads can continue to be used.  Continued use will include maintenance and may include future upgrading."
"8692","C29","Road Development and Maintenance, New","Maybe","New roads for resource extraction will not be permitted, with the exception of necessary access to existing forest reserves for mineral exploration and development."
"8693","C29","Vegetation Management","Maybe","Conservation Reserves policy indicates that Featured Species Management and Natural Systems Management may be permitted.  Vegetation management can be considered in a planning process."
